"","hh_id","plot_id","variable","value"
"491",291953,929822,"collection_date","08-Jun-18"
"492",564179,201785,"collection_date","08-Jun-18"
"493",572421,265261,"collection_date","08-Jun-18"
"494",935882,296298,"collection_date","08-Jun-18"
"495",644380,961359,"collection_date","08-Jun-18"
"496",403729,910163,"collection_date","08-Jun-18"
"497",477567,173785,"collection_date","08-Jun-18"
"498",333352,651408,"collection_date","08-Jun-18"
"499",517538,832553,"collection_date","08-Jun-18"
"500",156151,674373,"collection_date","08-Jun-18"
"501",630961,512944,"collection_date","08-Jun-18"
"502",955663,424298,"collection_date","08-Jun-18"
"503",807344,323625,"collection_date","08-Jun-18"
"504",814914,325041,"collection_date","08-Jun-18"
"505",324238,589085,"collection_date","08-Jun-18"
"506",930618,237514,"collection_date","08-Jun-18"
"507",338958,254365,"collection_date","08-Jun-18"
"508",797512,983374,"collection_date","08-Jun-18"
"509",902684,484594,"collection_date","08-Jun-18"
"510",101740,637353,"collection_date","08-Jun-18"
"511",559607,672543,"collection_date","08-Jun-18"
"512",579666,164206,"collection_date","08-Jun-18"
"513",740557,734161,"collection_date","09-Jun-18"
"514",505204,425134,"collection_date","09-Jun-18"
"515",972036,568903,"collection_date","09-Jun-18"
"516",744548,962777,"collection_date","09-Jun-18"
"517",103219,554980,"collection_date","09-Jun-18"
"518",760116,804260,"collection_date","09-Jun-18"
"519",206289,989821,"collection_date","09-Jun-18"
"520",523455,341520,"collection_date","09-Jun-18"
"521",283029,838979,"collection_date","09-Jun-18"
"522",263755,151338,"collection_date","09-Jun-18"
"523",776429,385576,"collection_date","09-Jun-18"
"524",173330,531700,"collection_date","09-Jun-18"
"525",905396,317402,"collection_date","09-Jun-18"
"526",189525,675173,"collection_date","09-Jun-18"
"527",479865,435032,"collection_date","09-Jun-18"
"528",326067,310666,"collection_date","09-Jun-18"
"529",296825,274097,"collection_date","09-Jun-18"
"530",973406,537863,"collection_date","09-Jun-18"
"531",371578,719012,"collection_date","09-Jun-18"
"532",384175,932203,"collection_date","09-Jun-18"
"533",551762,994986,"collection_date","09-Jun-18"
"534",618018,203264,"collection_date","09-Jun-18"
"535",798094,541361,"collection_date","09-Jun-18"
"536",480053,113246,"collection_date","09-Jun-18"
"537",211089,579643,"collection_date","09-Jun-18"
"538",830470,553882,"collection_date","09-Jun-18"
"539",863951,306612,"collection_date","09-Jun-18"
"540",616260,313493,"collection_date","09-Jun-18"
"541",704608,158258,"collection_date","09-Jun-18"
"542",703002,422341,"collection_date","09-Jun-18"
"543",509269,153253,"collection_date","09-Jun-18"
"544",666188,189458,"collection_date","09-Jun-18"
"545",421293,442679,"collection_date","09-Jun-18"
"546",333690,583923,"collection_date","09-Jun-18"
"547",362402,679552,"collection_date","09-Jun-18"
"548",735082,941480,"collection_date","09-Jun-18"
